LeagueIndex,Age,HoursPerWeek,TotalHours,APM,WorkersMade
Gold,25,6,1000,87.1674,0.0012705
Gold,20,16,400,100.659,0.00066535
Diamond,20,24,750,150.7788,0.0015106
Diamond,26,8,400,101.4906,0.0011977
Bronze,22,24,100,24.9042,0.00045887
Master,21,42,2000,197.1924,0.0010783
Platinum,23,24,500,116.1588,0.0014503
Diamond,17,42,450,168.324,0.0014757
Master,16,12,900,161.7018,0.00079238
Gold,16,10,480,99.8832,0.0015642
Platinum,20,20,700,75.9204,0.00057659
Platinum,22,32,575,137.307,0.0015757
Platinum,19,24,450,121.9602,0.0013234
Diamond,22,12,1000,140.9568,0.0010258
Gold,17,42,1100,77.6838,0.00047345
Platinum,22,4,200,71.0808,0.00052064
Silver,24,12,600,60.9768,0.00047111
Platinum,27,4,300,92.3364,0.00090813
Gold,21,8,420,121.3626,0.00066452
Platinum,25,10,60,128.3382,0.0027108
Gold,22,6,350,78.36,0.00075886
Gold,16,6,300,102.5652,0.0013262
Silver,23,10,800,62.4576,0.00086009
Platinum,23,4,60,64.179,0.00048384
Master,19,10,500,183.2898,0.0017745
Bronze,20,24,75,65.7948,0.00027977
Diamond,19,12,700,173.0142,0.0016475
Platinum,23,14,1000,163.875,0.0010705
Platinum,17,48,900,108.0642,0.00096571
Platinum,28,6,150,83.802,0.001653
Platinum,24,2,750,76.1328,0.00074286
Bronze,24,16,200,31.7124,0.00050394
Diamond,22,12,600,166.065,0.0015526
Diamond,17,24,800,256.8528,0.0016688
Gold,23,28,1850,99.747,0.00091934
Master,17,14,650,166.8384,0.0009235
Diamond,24,6,700,226.3494,0.0017675
Platinum,21,24,200,79.1232,0.00094396
Platinum,16,28,700,106.4712,0.0015426
Gold,26,28,800,151.362,0.00083026
Platinum,16,14,350,104.1312,0.0011192
Platinum,23,4,200,88.0788,0.0011094
Gold,19,20,200,91.7244,0.00082873
Bronze,20,4,25,85.2954,0.00082042
Platinum,21,20,140,87.8604,0.00058519
Master,21,20,5000,141.6486,0.00061713
Gold,18,6,100,60.6852,0.0004724
Master,24,20,700,162.792,0.001556
Master,21,14,500,192.474,0.0015282
Platinum,19,2,1000,142.6518,0.00089123
Silver,19,10,250,48.7956,0.00090909
Bronze,16,16,80,37.31454,7.70E-05
Diamond,19,20,600,145.7352,0.0012557
Gold,20,20,238,78.0456,0.0006885
Diamond,23,4,350,107.3514,0.0013312
Master,16,14,730,185.22,0.0019945
Master,18,28,1200,181.971,0.00098849
Gold,20,8,350,55.4574,0.00067226
Diamond,16,14,900,148.503,0.00092194
Gold,28,2,100,47.337,0.00093036
Diamond,22,20,800,110.9436,0.00079632
Diamond,24,16,1000,292.5408,0.0010656
Bronze,18,20,80,41.8968,0.0010368
Platinum,20,16,1100,113.6976,0.00088086
Gold,23,4,500,57.8586,0.00070153
Gold,17,10,100,97.578,0.0012684
Platinum,20,28,700,107.769,0.00088562
Diamond,21,10,500,98.1318,0.0010298
Platinum,22,20,250,139.4802,0.00059722
Gold,17,16,1000,99.6852,0.00070822
Diamond,22,4,400,49.7358,0.00038168
Master,17,30,1000,205.4028,0.000835
Platinum,19,12,100,74.8164,0.00071235
Diamond,22,10,400,92.0916,0.001749
Silver,34,14,270,37.4478,0.00040594
Master,24,28,1000,158.0856,0.00071187
Master,20,20,800,146.7144,0.00078244
Silver,21,20,400,63.465,0.0007168
Diamond,29,20,2000,82.8558,0.0011779
Platinum,24,20,600,115.0008,0.0015924
Gold,16,10,820,90.5964,0.00077286
Gold,23,8,500,86.0532,0.00077855
Diamond,18,28,750,98.2458,0.00081206
Silver,18,28,310,79.4268,0.00082141
Diamond,21,20,60,131.6646,0.00096411
Diamond,21,12,600,102.5922,0.00097425
Platinum,27,28,300,93.2628,0.00080104
Master,26,8,730,175.7856,0.0011463
Silver,20,8,150,91.5666,0.0017622
Diamond,19,20,350,138.4548,0.00079657
Platinum,21,6,700,58.4118,0.00093942
Diamond,18,36,2000,99.1104,0.0018146
Diamond,23,14,600,153.1494,0.0015441
Diamond,16,12,400,118.2726,0.00092706
Diamond,25,20,700,95.5704,0.00073421
Diamond,25,4,500,79.2852,0.0011116
Silver,31,4,40,82.5078,0.00096634
Master,21,10,450,87.5178,0.00076724
Gold,20,8,250,45.3858,0.00040186
Gold,28,2,250,86.9136,0.0012581
Master,16,40,500,127.0854,0.00089618
Platinum,22,6,312,51.9126,0.00042519
Diamond,25,20,700,95.5704,0.00073421
Platinum,17,24,500,116.7252,0.0015868
Silver,17,20,300,75.1008,0.00082698
Gold,18,14,150,129.174,0.00066085
Gold,23,6,200,70.8852,0.00077099
Master,23,14,1260,191.1366,0.0009258
Platinum,19,16,200,128.0418,0.00098364
Platinum,18,30,550,153.924,0.0010448
Silver,27,2,10,122.805,0.0008172
Master,17,24,600,125.9472,0.0011674
Master,19,28,650,168.4764,0.0014317
Gold,22,12,300,63.0816,0.00096866
Silver,23,20,100,45.8268,0.00083992
Diamond,16,14,900,206.0646,0.00082877
Diamond,19,16,400,108.5118,0.0015339
Master,18,12,180,92.2416,0.00096302
Silver,26,12,200,114.6144,0.00082786
Silver,23,20,75,59.9622,0.00070623
Master,18,18,1800,70.5708,0.00099553
Master,17,8,700,204.024,0.0015326
Silver,22,12,300,45.9942,0.00039985
Gold,16,14,300,77.3376,0.00089956
Gold,19,16,300,80.3436,0.00071145
Silver,16,20,85,89.1858,0.00077057
Gold,18,20,600,85.1082,0.00052486
Master,25,6,250,198.27,0.0024879
Gold,18,10,75,61.7286,0.0010491
Gold,19,20,1000,90.9798,0.00046797
Diamond,22,20,1000,110.808,0.00097553
Diamond,17,70,1400,100.0374,0.00027901
Silver,19,10,100,94.032,0.0013184
Silver,20,8,80,71.025,0.0010892
Diamond,22,10,300,106.9818,0.0015811
Bronze,25,12,20,71.2314,0.0011744
Diamond,20,30,550,162.3726,0.0014668
Gold,20,16,140,56.025,0.0007575
Gold,18,12,400,80.0022,0.00083423
Gold,19,8,50,104.874,0.0015048
Diamond,26,16,800,84.2052,0.0010064
Gold,22,20,500,70.281,0.00070351
Silver,16,4,400,107.3424,0.00087807
Diamond,16,42,2942,159.585,0.00081699
Master,18,20,1500,180.4308,0.0010705
Gold,16,4,350,83.5818,0.00043335
Bronze,16,20,150,51.4452,0.00023953
Platinum,20,16,250,74.2608,0.00036468
Diamond,23,28,500,134.388,0.0011877
Silver,18,10,80,46.5432,0.00045826
Platinum,17,4,600,109.8078,0.001089
Master,26,24,1300,215.742,0.0015333
Platinum,20,6,94,117.7086,0.00088223
Platinum,16,4,50,93.8622,0.00076509
Bronze,25,28,600,60.507,0.00071436
Platinum,29,10,800,78.8352,0.00061792
Silver,21,10,100,61.6782,0.001095
Platinum,21,12,500,102.5838,0.0016783
Gold,23,28,730,74.4258,0.00083277
Diamond,17,20,700,100.3008,0.0017447
Gold,16,6,800,104.8044,0.00088409
Silver,18,8,400,119.2446,0.00062597
Gold,20,24,1500,89.106,0.00044707
Gold,23,6,300,78.2034,0.00080212
Diamond,17,20,730,102.8352,0.00037427
Master,29,14,900,81.5496,0.001198
Platinum,26,8,300,104.8056,0.0008246
Master,19,12,700,180.1086,0.0015659
Gold,23,28,750,137.3856,0.0010657
Master,20,36,800,109.8012,0.0010112
Silver,20,28,80,77.5758,0.00053763
Silver,19,14,100,79.641,0.00083343
Platinum,29,8,350,78.147,0.0013538
Silver,24,36,400,47.2302,0.00050347
Bronze,23,4,20,53.4696,0.0010202
Gold,20,20,300,74.2356,0.00053969
Bronze,26,16,30,35.0388,0.00047768
Gold,25,14,400,61.4556,0.0014415
Silver,16,14,200,36.24774,0.00016528
Diamond,17,14,300,145.9938,0.001397
Bronze,29,28,900,58.2984,0.00083139
Master,19,20,800,215.9556,0.001843
Platinum,22,2,500,87.2328,0.00083593
Bronze,21,20,600,47.1678,0.00054942
Platinum,21,18,2000,113.8398,0.0010863
Master,24,12,800,112.806,0.00083954
Silver,22,48,1500,124.9362,0.001147
Gold,21,12,650,70.6056,0.00072249
Diamond,23,4,100,102.0696,0.0017045
Silver,19,10,100,41.6328,0.00028698
Platinum,24,16,600,130.6506,0.00066279
Master,19,14,450,83.4444,0.0011482
Gold,20,10,400,86.0328,0.00030336
Gold,19,40,50,61.0182,0.00055725
Master,20,14,750,164.9736,0.000747
Silver,16,10,10,44.97,0.00064726
Diamond,25,20,600,111.4686,0.0019548
Master,17,24,1000,159.2796,0.0018661
Gold,34,12,650,43.8894,0.00037997
Platinum,22,4,250,75.9498,0.00088047
Platinum,22,10,400,108.363,0.00048044
Platinum,24,24,1000,111.0042,0.00047265
Master,20,42,2100,143.4318,0.0014777
Diamond,20,10,700,123.9672,0.0010284
Platinum,20,10,800,69.5274,0.0008254
Platinum,25,24,500,96.6258,0.0010585
Master,17,16,400,131.031,0.00087744
Platinum,26,8,150,59.1624,0.00065397
Platinum,20,14,500,79.8138,0.000827
Master,19,42,1100,107.1708,0.00068067
Gold,24,8,600,48.8856,0.00098278
Master,22,42,500,176.673,0.00080781
Master,22,8,800,151.0074,0.0028857
Silver,29,6,250,151.647,0.00096682
Master,19,6,600,209.0562,0.00070852
Gold,18,16,224,71.6574,0.00092884
Platinum,18,4,100,105.096,0.0019321
Diamond,19,28,850,155.0352,0.00043988
Gold,21,6,300,114.288,0.00083759
Silver,29,6,100,68.2098,0.00077622
Silver,20,6,350,90.081,0.00091374
Diamond,25,24,1000,85.7976,0.00054471
Silver,21,10,60,51.0048,0.00057975
Platinum,27,12,80,76.35,0.0010132
Gold,36,6,400,53.8938,0.00041764
Gold,19,16,400,67.128,0.00048836
Platinum,22,8,450,127.6704,0.0010578
Platinum,21,24,550,124.6182,0.00098788
Platinum,23,24,30,91.8564,0.0010206
Platinum,18,2,100,121.3452,0.00057355
Silver,21,10,220,70.3086,0.00065542
Platinum,19,12,165,98.5434,0.00059735
Diamond,29,16,577,143.7672,0.00072223
Silver,25,2,200,56.4816,0.00046745
Gold,22,8,300,35.0298,0.00068536
Silver,23,2,50,24.6648,0.00064053
Silver,16,10,200,34.7382,0.00024881
Gold,18,14,500,70.2402,0.00073091
Platinum,16,28,500,79.4688,0.00081479
Master,21,8,350,190.5816,0.0009482
Master,20,42,2000,136.167,0.0018523
Platinum,23,6,800,129.9774,0.00071904
Platinum,20,8,200,143.5698,0.0007171
Silver,16,10,100,58.08,0.00065916
Platinum,19,30,1000,88.7544,0.0013126
Platinum,19,6,500,132.33,0.0011091
Platinum,18,6,500,115.1304,0.00097293
Silver,25,24,120,69.8448,0.00085375
Platinum,21,42,1600,54.8208,0.00088504
Silver,20,10,100,57.9918,0.0004389
Gold,22,6,200,226.6554,0.0018823
Master,27,8,900,116.0304,0.001292
Bronze,25,4,50,43.2744,0.00022615
Silver,19,28,450,50.9904,0.00056569
Platinum,20,6,800,111.6,0.0016079
Platinum,20,6,500,99.8886,0.00092795
Diamond,18,28,800,152.031,0.00099657
Bronze,31,12,200,41.586,0.00062218
Gold,18,12,400,75.5628,0.00062504
Diamond,19,12,600,138.123,0.0014091
Diamond,19,24,170,165.8508,0.0011861
Master,21,8,350,128.784,0.00085122
Platinum,27,12,850,107.1156,0.001388
Platinum,22,16,250,123.7164,0.00091354
Master,19,42,1440,158.241,0.00098758
Silver,16,14,150,67.5534,0.00065236
Gold,27,6,500,76.8132,0.00059593
Platinum,20,8,700,64.2222,0.00062302
GrandMaster,19,28,500,201.2946,0.0010093
Bronze,19,8,75,75.6618,0.00043659
Gold,32,12,500,73.7952,0.00075441
Silver,18,28,270,57.201,0.00047801
Silver,32,4,100,37.2786,0.0006803
Platinum,20,12,300,156.7194,0.00074608
Platinum,17,6,50,89.6142,0.0012688
Platinum,28,14,200,131.556,0.00060707
Master,20,6,600,106.7598,0.001142
Diamond,30,14,730,63.744,0.00052058
Silver,25,8,300,69.9618,0.00037753
Platinum,19,16,700,136.9578,0.00083483
Master,19,28,2000,191.1366,0.00072354
Platinum,20,10,200,60.2832,0.00089455
Platinum,19,10,150,182.9292,0.0010543
Platinum,23,6,300,112.2684,0.0010962
Platinum,35,12,700,62.9658,0.00049889
Diamond,24,20,1000,165.198,0.0011874
Gold,20,28,500,116.5722,0.0013239
Diamond,24,6,150,99.8502,0.00079561
Gold,27,8,650,32.4942,0.00054425
Diamond,19,20,1000,172.3968,0.0024942
GrandMaster,18,42,2000,210.2112,0.0028205
Master,20,36,1800,198.0822,0.00099357
Gold,17,28,700,116.5002,0.00097616
Master,19,28,700,137.1354,0.00095811
Master,24,24,750,154.6464,0.0012893
Diamond,17,2,200,204.876,0.00086185
Master,21,16,1200,132.243,0.0017555
Gold,21,12,800,72.144,0.0011953
Master,21,42,2000,89.2776,0.0008745
Master,21,28,731,237.219,0.00076805
Master,29,12,1000,80.8512,0.0010728
Platinum,32,12,750,107.0676,0.00055698
Master,21,24,1200,208.9446,0.0012619
Platinum,19,12,1080,80.1648,0.0010337
Diamond,33,28,1000,56.41026,0.00041168
Diamond,21,8,600,99.0798,0.0006891
Platinum,25,4,300,68.5464,0.00062342
Platinum,23,10,700,147.2856,0.00056594
Gold,21,12,350,75.8286,0.00085414
Silver,18,20,150,97.8126,0.00071783
Master,16,28,1000,214.6182,0.00070187
Platinum,20,10,1000,141.7512,0.00072891
Platinum,20,18,350,85.7778,0.00078174
Platinum,22,6,400,75.3714,0.00063776
Diamond,22,24,1000,89.0364,0.002068
Bronze,16,16,140,85.08,0.00037034
Platinum,20,18,600,93.306,0.00061085
Gold,25,10,180,88.8012,0.0011558
Platinum,21,24,600,103.5588,0.00080831
Master,27,6,300,127.2174,0.0007654
GrandMaster,23,14,750,166.5456,0.00066355
Platinum,21,28,550,152.8224,0.002303
Silver,23,8,500,62.988,0.00085905
Platinum,25,4,100,94.1214,0.00055718
Diamond,30,10,600,151.698,0.001226
Platinum,21,16,1000,91.8636,0.00045543
Platinum,18,12,750,120.072,0.00086407
Diamond,22,16,250,106.1196,0.0012756
Diamond,21,14,1000,157.6254,0.0011204
Diamond,18,12,400,103.3308,0.00076844
Master,17,42,500,126.4032,0.00079379
Master,22,20,700,144.0126,0.0015542
Silver,22,14,1260,49.1904,0.00040791
Platinum,21,10,600,76.7946,0.0013178
Gold,17,10,100,63.9612,0.0006441
Diamond,23,42,1260,131.0556,0.00084502
Master,18,28,700,177.2844,0.00062845
Platinum,18,8,100,56.286,0.00047121
Gold,17,28,727,97.5852,0.00032148
Platinum,20,20,300,135.4632,0.00065958
Diamond,34,10,2400,96.9942,0.00094641
Gold,21,20,100,94.0512,0.00076693
Platinum,28,2,200,115.7082,0.00094672
Diamond,27,20,600,129.7074,0.0013375
Platinum,17,4,80,86.5278,0.00072584
Platinum,23,4,200,129.639,0.00057611
Platinum,34,14,1000,76.0746,0.001529
GrandMaster,18,98,700,236.0316,0.0015067
Diamond,20,6,400,156.7806,0.0019489
Gold,16,14,700,94.4676,0.00034351
Platinum,16,8,400,74.1366,0.0022506
Master,18,20,750,118.581,0.0013919
Master,16,28,1200,155.2206,0.0016978
Platinum,19,6,150,103.5516,0.0010121
Master,25,20,1500,118.9902,0.0019284
Platinum,20,6,250,95.5632,0.00066598
Diamond,21,28,800,138.0186,0.0021267
Bronze,24,6,20,43.1352,0.0005539
Gold,20,2,600,92.4972,0.00079409
Gold,26,6,138,100.9926,0.0016174
Master,20,14,700,157.3128,0.0023968
Silver,24,2,20,45.4902,0.0007266
Gold,27,8,45,100.8924,0.00062354
Silver,18,12,350,54.8214,0.00035328
Master,20,6,500,149.6046,0.001632
Diamond,19,28,650,124.3494,0.00070519
Diamond,24,12,400,100.0614,0.0008672
Gold,24,8,225,61.974,0.00049759
Master,21,12,400,130.2246,0.0015503
Gold,29,8,1000,188.1348,0.000875
Master,21,140,1800,197.7774,0.001365
Diamond,18,36,500,154.8198,0.000935
Silver,26,30,150,134.1606,0.00085324
Platinum,27,30,125,75.5628,0.0014808
Diamond,18,10,600,158.205,0.0031171
Diamond,18,6,300,184.11,0.002268
Diamond,22,20,500,60.1158,0.0004732
Diamond,21,10,1000,142.1496,0.0011436
Master,24,36,1000,283.2756,0.0027886
Diamond,25,8,900,135.39,0.00083752
Gold,19,20,500,110.001,0.0010838
Platinum,26,2,50,99.8118,0.0012073
Platinum,23,20,450,95.4078,0.0022201
Gold,31,8,400,85.959,0.0010619
Master,25,10,600,147.3372,0.00065416
Master,20,2,200,114.318,0.00044961
Platinum,22,4,100,88.701,0.00091057
Silver,25,10,120,47.9364,0.00082971
Platinum,21,6,300,122.2782,0.0007486
Platinum,44,6,500,89.5266,0.00049266
Platinum,24,12,500,91.8138,0.00047457
Gold,18,12,240,74.9742,0.0007315
Bronze,30,2,60,100.0932,0.00074338
Gold,23,28,1000,91.0542,0.00048107
Gold,27,4,400,73.2168,0.0005629
Gold,19,28,100,127.0134,0.0021308
Silver,19,24,500,83.487,0.00078802
Diamond,23,2,500,102.2502,0.00088597
Gold,16,10,200,76.125,0.00073932
Silver,27,8,95,90.5532,0.0011707
Platinum,20,20,500,75.207,0.000822
Master,21,8,250,149.5446,0.00064108
Diamond,19,6,630,109.8264,0.00078963
Platinum,18,10,500,78.0618,0.00078036
Diamond,21,10,1000,71.1462,0.00081958
Master,24,24,1274,66.5388,0.0011802
Master,19,24,700,137.6646,0.001162
Platinum,19,28,1782,128.3844,0.0011691
Bronze,21,8,200,69.7926,0.0010634
Platinum,24,12,730,125.5896,0.0015783
Silver,29,20,800,61.0368,0.00049213
Diamond,21,24,600,144.072,0.0016161
Platinum,19,16,416,113.8716,0.00072859
Gold,24,10,400,43.9338,0.00042513
Master,19,30,1200,155.9346,0.00028176
Silver,24,16,730,60.279,0.00046991
Bronze,22,10,600,61.92,0.00083048
Diamond,27,4,500,106.5534,0.00069121
Master,27,14,850,145.1778,0.0014381
Gold,23,12,1200,85.4886,0.0016917
Gold,25,16,40,47.358,0.00060175
Platinum,23,4,500,57.5244,0.00040693
Platinum,39,8,500,86.7246,0.00094163
Diamond,29,10,500,106.0896,0.00061312
Platinum,29,28,800,115.4484,0.00078337
Silver,27,8,610,76.8552,0.00095484
Silver,20,30,450,132.7158,0.00069776
Master,26,6,525,130.7844,0.00078694
Platinum,22,16,800,88.3806,0.0005738
Master,20,10,2000,145.1844,0.0026888
Silver,22,2,300,66.0912,0.00063834
Gold,28,30,1250,99.8388,0.00079869
Bronze,24,6,150,35.04,0.00027912
Platinum,31,28,800,133.962,0.0011747
Platinum,25,24,800,140.673,0.00067183
Platinum,25,20,1000,104.4366,0.001373
Platinum,19,56,400,105.6948,0.00074539
Bronze,24,12,400,63.8106,0.00044808
Gold,17,10,80,76.1652,0.000642
Diamond,25,8,2671,128.8782,0.00037629
Diamond,26,14,400,84.8472,0.00071942
Diamond,28,8,1000,116.6256,0.0012745
Diamond,30,28,730,117.054,0.00087526
Bronze,26,10,12,30.6366,0.00043471
Platinum,20,16,800,96.3216,0.00062984
Silver,19,28,730,73.6314,0.00063973
Bronze,20,28,100,139.6362,0.00066581
Diamond,16,28,730,109.296,0.0011913
Diamond,17,24,900,102.7674,0.00053282
Silver,26,4,300,80.6976,0.0010777
Diamond,20,20,500,118.4664,0.00055356
Diamond,24,2,500,102.7416,0.00098341
Platinum,16,6,75,229.9122,0.0010332
Diamond,16,10,200,272.8404,0.00087359
Silver,17,20,25,118.2024,0.00055127
Master,19,48,2016,155.9874,0.0038449
Gold,30,4,500,79.4016,0.00083979
Bronze,29,8,90,80.3448,0.0001825
Diamond,18,56,1200,106.8528,0.0024897
Silver,17,28,600,108.0102,0.00073397
Gold,20,16,780,65.1576,0.0004301
Platinum,25,6,500,70.9686,0.00045898
Platinum,16,16,550,80.4378,0.00046393
Gold,18,24,123,81.8724,0.00079881
Bronze,27,4,100,30.9174,0.00024407
Platinum,17,28,700,122.9646,0.0021812
Platinum,18,12,900,101.6064,0.00043585
Diamond,27,6,1100,100.587,0.00084145
Platinum,27,10,900,74.3418,0.00047676
Platinum,28,12,550,104.8356,0.00069444
Platinum,24,16,450,73.0608,0.00083564
Master,19,10,600,151.3002,0.0016339
Platinum,17,24,300,104.2818,0.0012887
Platinum,23,8,730,124.6482,0.0013623
Platinum,21,2,50,67.8018,0.00069085
Master,25,10,900,102.8304,0.0012784
Master,19,28,450,193.5474,0.0020406
Diamond,20,4,500,143.337,0.0017437
Platinum,23,36,700,139.14,0.0014804
Diamond,16,20,3000,146.256,0.0016807
GrandMaster,23,56,2500,213.6318,0.0013115
Diamond,21,42,200,101.547,0.00058369
Diamond,21,8,400,102.6612,0.00059778
Platinum,20,10,300,106.8774,0.0012936
Diamond,18,24,1440,180.0756,0.0014726
Master,16,20,1095,244.9746,0.0010192
Master,19,56,2920,152.1792,0.00079481
Diamond,23,24,500,91.9722,0.0006554
Platinum,22,84,640,149.6574,0.0013773
Master,17,28,1600,236.6826,0.001864
Diamond,24,28,1344,184.281,0.00063788
Silver,21,20,600,83.4846,0.00064989
Platinum,23,20,250,91.1574,0.00088579
Master,16,28,2100,185.2836,0.00083032
Diamond,19,16,600,92.364,0.0016138
Diamond,18,8,500,161.3598,0.0014366
Master,16,4,700,135.918,0.00068623
Master,22,8,1000,190.641,0.0016842
Gold,21,20,900,116.1258,0.00094461
Gold,22,4,70,65.7534,0.0012955
Master,29,12,1000,99.9768,0.00090524
Diamond,18,8,350,139.0494,0.00090243
Master,21,14,730,323.2506,0.0010955
Platinum,18,6,500,108.6774,0.00059369
Platinum,16,8,300,86.0814,0.0005184
Gold,19,28,1000,91.713,0.00061497
Gold,19,8,400,101.613,0.00090625
Silver,27,8,300,53.7174,0.00055768
Gold,17,6,300,48.8346,0.00052887
Diamond,22,28,1500,189.48,0.0010489
Master,20,42,1500,202.0128,0.0014116
Diamond,16,28,720,151.5426,0.00099316
Gold,18,2,300,75.2184,0.00081202
Gold,19,28,130,145.332,0.0011652
Platinum,24,14,500,61.0716,0.00065294
Platinum,17,6,650,111.8142,0.0012847
Platinum,20,10,400,186.8004,0.0011554
Diamond,27,8,800,170.1816,0.00051212
Platinum,16,10,1000,114.6312,0.0015967
Platinum,23,24,900,65.8242,0.00080971
Diamond,24,4,200,106.839,0.0015848
Diamond,18,14,700,184.6602,0.0027486
Master,20,20,50,138.3864,0.00082333
Platinum,35,10,500,89.742,0.0014749
Diamond,17,6,500,92.532,0.0012407
Platinum,18,16,630,122.523,0.0006945
Diamond,21,4,400,121.992,0.00085661
Platinum,23,10,400,121.818,0.00065486
Platinum,25,12,150,106.1208,0.0012514
Gold,17,28,400,71.8272,0.0011848
Gold,26,20,50,57.3438,0.00065652
Master,19,16,2200,92.5428,0.00077673
Master,23,12,1000,101.2134,0.0005664
Diamond,18,0,0,122.247,0.001055
Platinum,21,24,200,114.8046,0.00068196
Diamond,20,28,1350,97.2672,0.00077235
Diamond,27,6,700,196.0464,0.001007
Diamond,23,10,500,216.3588,0.0007501
Master,21,16,1000,215.1456,0.0038193
Diamond,19,10,300,103.4796,0.0010536
Diamond,20,16,1940,166.4838,0.0017834
Diamond,30,24,730,52.1334,0.0003728
Gold,17,12,640,116.6142,0.0011999
Gold,26,6,500,42.408,0.00079254
Diamond,19,20,250,182.625,0.0010152
GrandMaster,16,28,2500,185.3424,0.00080302
Master,22,10,600,108.5394,0.001015
Gold,24,16,100,60.7014,0.0016133
Diamond,23,4,900,155.0538,0.0012507
Gold,20,10,850,118.551,0.0007431
Master,18,42,2200,181.6236,0.0021281
Bronze,21,12,200,62.004,0.0006041
Platinum,20,8,150,123.2898,0.0016599
Silver,22,8,700,81.3036,0.00053291
Master,21,30,2000,133.932,0.0014397
Bronze,18,28,200,49.7424,0.00033979
Diamond,18,8,550,112.9572,0.0021528
Bronze,20,20,16,73.2594,0.00069396
Diamond,17,20,400,108.5178,0.00079623
Master,19,14,2300,134.586,0.0012217
Gold,16,6,500,81.5658,0.00037812
Platinum,20,10,730,62.7834,0.00075764
Platinum,27,4,600,95.0778,0.00063726
Diamond,21,30,320,174.654,0.0012243
Platinum,16,4,420,140.0142,0.0025895
Master,16,4,450,196.2258,0.0016218
Diamond,26,6,200,147.4176,0.001372
Gold,21,8,410,96.6828,0.00087355
Diamond,24,12,800,118.4856,0.0017866
Diamond,24,12,400,153.0948,0.00080382
Diamond,23,10,500,170.799,0.0010239
Master,21,12,600,127.584,0.0007338
Gold,31,10,400,92.7906,0.0029233
Master,20,24,960,104.139,0.0013915
Platinum,24,12,450,113.7816,0.00089365
Platinum,22,2,80,52.6218,0.00045332
Diamond,16,12,224,91.2678,0.00090013
Platinum,20,14,500,206.838,0.0021478
Diamond,21,4,200,190.2912,0.00062401
Master,26,28,800,145.665,0.0011742
Platinum,27,4,110,59.3004,0.0008094
Gold,21,10,150,95.5446,0.00097726
Platinum,18,6,600,114.0096,0.0017212
Master,18,24,500,168.201,0.0016538
Platinum,18,20,900,78.2226,0.00077228
Diamond,17,10,650,138.5094,0.00087783
Master,18,28,1800,203.1504,0.0010107
Master,21,8,700,156.4614,0.0021894
Diamond,17,24,800,170.9808,0.0011368
Master,24,8,500,117.615,0.0012722
Master,21,56,1400,142.4454,0.00074888
Gold,18,12,730,85.1244,0.0015465
Platinum,18,20,800,135.6042,0.00072399
Diamond,19,10,500,113.9034,0.0012684
Platinum,26,2,150,57.4362,0.00088765
Silver,23,8,300,61.4772,0.00088482
Platinum,17,12,900,158.1228,0.0016762
Gold,30,2,400,66.7578,0.00043653
Silver,22,6,740,49.7832,0.00060973
Silver,19,6,150,56.1102,0.0010945
Diamond,25,12,730,109.7556,0.00092053
Diamond,21,28,960,215.6448,0.00044105
Silver,19,4,250,80.5524,0.00052578
Master,22,6,400,150.9456,0.00056894
Gold,19,12,600,127.1154,0.00055539
Master,18,36,1100,160.32,0.0018683
Master,16,28,950,109.9092,0.00098206
Platinum,17,10,450,59.0778,0.00060783
Gold,20,12,551,69.6228,0.0006395
Diamond,24,6,450,102.8244,0.00080089
Platinum,20,8,150,156.8004,0.001065
Diamond,17,6,400,127.854,0.00097808
Master,17,14,450,85.1622,0.0008085
Platinum,19,10,450,104.0328,0.0005385
Master,17,6,1000,165.6588,0.00096389
Master,23,10,400,75.6648,0.0015061
Bronze,23,20,216,54.405,0.00059363
Master,22,16,1000,179.5776,0.0019012
Diamond,27,8,700,114.906,0.00069552
Master,19,10,600,141.8994,0.001445
Bronze,35,8,250,49.4076,0.00060362
Diamond,20,4,200,108.8298,0.00077798
Gold,22,6,800,110.7324,0.00048165
Master,19,10,150,107.481,0.00071431
Diamond,20,10,300,129.2286,0.00077268
Master,22,14,800,194.523,0.00153
Platinum,23,8,600,102.0012,0.00085398
Diamond,21,20,600,113.85,0.00075843
Gold,19,12,225,67.6524,0.00054291
Diamond,22,16,600,96.9738,0.00035233
Master,17,28,1344,183.2838,0.00063369
Diamond,20,6,100,157.8264,0.00094549
Master,19,24,300,184.35,0.0024149
Master,22,24,2000,179.8236,0.0013185
Platinum,16,10,500,99.4266,0.00081497
Diamond,20,6,400,94.986,0.00059919
Platinum,23,42,130,84.0648,0.00077796
Silver,22,12,250,99.5784,0.00046642
Master,16,48,1500,246.2046,0.0013051
Platinum,22,20,800,85.3884,0.0010981
Gold,21,36,700,118.1028,0.0011345
Platinum,28,4,500,110.0514,0.00085351
Diamond,25,2,120,160.9968,0.00078038
Gold,21,12,900,67.4568,0.00097714
Master,16,8,1200,207.492,0.0012309
Platinum,19,16,500,176.0322,0.0022558
Diamond,17,10,350,146.7372,0.00126
Platinum,27,12,450,120.432,0.0006856
Diamond,21,10,500,113.7714,0.00055597
Platinum,20,12,750,82.7184,0.001696
Bronze,23,2,300,77.241,0.00068132
Master,18,10,600,146.2686,0.00091607
Master,25,10,400,119.6682,0.0007479
Platinum,16,8,1000,149.6658,0.00058077
Platinum,21,24,450,171.9984,0.00087159
Platinum,22,4,500,102.8136,0.00087995
